address;flats;entrances;floors
улица Ватутина, 7;80;4;5
улица Ватутина, 16;56;4;5
улица Красных Зорь, 54;213;6;9
улица Красных Зорь, 52;80;4;5
бульвар Художников, 2;217;3;10
микрорайон Южный, 9;92;6;4
микрорайон Южный, 5;116;6;4
микрорайон Южный, 10;68;4;4
улица 9 января, 3;54;1;10
улица 9 января, 4;72;1;8
улица Порт-Артурская, 21;119;3;10
улица Порт-Артурская, 19;99;1;15
улица Ржевская, 9;234;5;9
улица Ржевская, 11;285;3;10
улица Ржевская, 9-а;95;1;12
улица Ржевская, 7;36;3;3
улица Ржевская, 3;48;3;4
улица Ржевская, 11/2;73;3;4
улица Ржевская, 11/5;295;3;6
улица Ржевская, 2/2;36;3;4
улица Ржевская, 11/4;117;4;6
улица Ржевская, 11/1;167;3;10
улица Ржевская, 11/3;135;5;5
улица Кленовая, 2;135;3;7
